State,Year,Quater,Registered_Users,App_Opens
Bihar,2019,3,330361,6045428
Bihar,2019,3,28715,448740
Bihar,2019,3,183904,2626792
Bihar,2019,4,114427,2217559
Bihar,2019,4,212909,3879038
Bihar,2019,4,264967,6199933
Bihar,2019,4,118875,1990129
Bihar,2019,4,296008,5548769
Bihar,2019,4,141869,2563407
Bihar,2019,4,107471,2058854
Bihar,2019,4,42414,681241
Bihar,2019,4,246717,4514176
Bihar,2019,4,445815,8979776
Bihar,2019,4,1289426,28136743
Bihar,2019,4,82385,1679688
Bihar,2019,4,249302,5302856
Bihar,2019,4,225155,3614698
Bihar,2019,4,131141,2437455
Bihar,2019,4,198607,3656303
Bihar,2019,4,297022,5732765
Bihar,2019,4,46308,1039140
Bihar,2019,4,279301,5797650
Bihar,2019,4,293867,6206175
Bihar,2019,4,193606,3437139
Bihar,2019,4,72450,1364086
Bihar,2019,4,181920,3912616
Bihar,2019,4,98191,1775789
Bihar,2019,4,146219,2515080
Bihar,2019,4,119068,1891588
Bihar,2019,4,188454,3793418
Bihar,2019,4,102752,1853242
Bihar,2019,4,130556,2638156
Bihar,2019,4,279580,4685008
Bihar,2019,4,291613,5699396
Bihar,2019,4,85906,1482740
Bihar,2019,4,356225,7476235
Bihar,2019,4,297942,5514034
Bihar,2019,4,94744,1436818
Bihar,2019,4,378861,8038569
Bihar,2019,4,32947,616145
Bihar,2019,4,207254,3631683
Bihar,2020,1,131288,2779090
Bihar,2020,1,242090,4711378
Bihar,2020,1,294598,5753080
Bihar,2020,1,133361,2220858
Bihar,2020,1,332707,6533155
Bihar,2020,1,161254,2976524
Bihar,2020,1,122675,2351813
Bihar,2020,1,47727,748146
Bihar,2020,1,282776,5423334
Bihar,2020,1,498548,10158674
Bihar,2020,1,1397342,29138373
Bihar,2020,1,92507,1843624
Bihar,2020,1,278266,5408871
Bihar,2020,1,251505,4096955
Bihar,2020,1,150088,3060872
Bihar,2020,1,223782,4152826
Bihar,2020,1,335039,6473239
Bihar,2020,1,51903,1056195
Bihar,2020,1,312949,6407440
Bihar,2020,1,334931,7590869
Bihar,2020,1,221572,4126460
Bihar,2020,1,80730,1474492
Bihar,2020,1,204230,4269640
Bihar,2020,1,111817,2029554
Bihar,2020,1,168149,3157208
Bihar,2020,1,131943,2036068
Bihar,2020,1,213750,4464385
Bihar,2020,1,115815,2170840
Bihar,2020,1,147506,3103531
Bihar,2020,1,311744,5153557
Bihar,2020,1,328630,6746289
Bihar,2020,1,98189,1908388
Bihar,2020,1,398678,8034549
Bihar,2020,1,334935,6379636
Bihar,2020,1,108516,1666938
Bihar,2020,1,431458,9507066
Bihar,2020,1,37408,726329
Bihar,2020,1,230828,4028259
Bihar,2020,2,154765,3831550
Bihar,2020,2,281699,5929070
Bihar,2020,2,327783,6278040
Bihar,2020,2,151145,2794902
Bihar,2020,2,379555,8051713
Bihar,2020,2,185012,4166523
Bihar,2020,2,142370,3433879
Bihar,2020,2,53713,987117
Bihar,2020,2,326411,6904372
Bihar,2020,2,558435,11414361
Bihar,2020,2,1506233,21185780
Bihar,2020,2,104106,2249434
Bihar,2020,2,312733,6510089
Bihar,2020,2,283465,4933240
Bihar,2020,2,175307,4226761
Bihar,2020,2,258640,5639909
Bihar,2020,2,381281,8223024
Bihar,2020,2,58314,1394175
Bihar,2020,2,352264,7673393
Bihar,2020,2,390547,10431882
Bihar,2020,2,256062,5444977
Bihar,2020,2,90861,1839333
Bihar,2020,2,231576,5521863
Bihar,2020,2,127488,2737826
Bihar,2020,2,200228,4594095
Bihar,2020,2,147614,2563453
Bihar,2020,2,246198,5808659
Bihar,2020,2,133468,2965625
Bihar,2020,2,169301,3955142
Bihar,2020,2,352316,5885125
Bihar,2020,2,379217,9347264
Bihar,2020,2,118814,2695292
Bihar,2020,2,447895,9377480
Bihar,2020,2,381913,7978388
Bihar,2020,2,128702,2622435
Bihar,2020,2,505364,12929613
Bihar,2020,2,43417,1041641
Bihar,2020,2,259555,4867610
Bihar,2020,3,174888,4332368
Bihar,2020,3,316746,7186535
Bihar,2020,3,361391,7732751
Bihar,2020,3,167059,3285441
Bihar,2020,3,424611,10414880
Bihar,2020,3,206562,4721198
Bihar,2020,3,158308,3814872
Bihar,2020,3,60415,1213708
Bihar,2020,3,367414,8688138
Bihar,2020,3,617383,14800377
Bihar,2020,3,1625305,29504381
Bihar,2020,3,115993,2663168
Bihar,2020,3,343921,7658066
Bihar,2020,3,313772,6181347
Bihar,2020,3,196807,4727298
Bihar,2020,3,289710,6789210
Bihar,2020,3,424821,10052024
Bihar,2020,3,64808,1650864
Bihar,2020,3,391002,9651945
Bihar,2020,3,435319,11415211
Bihar,2020,3,287552,6623470
Bihar,2020,3,100204,2261382
Bihar,2020,3,256224,6482515
Bihar,2020,3,141417,3032445
Bihar,2020,3,228565,5183545
Bihar,2020,3,161775,3168349
Bihar,2020,3,275202,6775572
Bihar,2020,3,149059,3536206
Bihar,2020,3,189601,4790580
Bihar,2020,3,390116,7283987
Bihar,2020,3,425154,11641778
Bihar,2020,3,134304,3023513
Bihar,2020,3,493207,11314373
Bihar,2020,3,424696,9730058
Bihar,2020,3,144279,2875136
Bihar,2020,3,570592,15404931
Bihar,2020,3,48874,1241754
Bihar,2020,3,286157,5799268
Bihar,2020,4,193410,4831123
Bihar,2020,4,349571,8504022
Bihar,2020,4,395006,9054158
Bihar,2020,4,183347,3876799
Bihar,2020,4,467317,12308124
Bihar,2020,4,227399,5318433
Bihar,2020,4,173812,4195684
Bihar,2020,4,66571,1332232
Bihar,2020,4,408372,10923309
Bihar,2020,4,673397,17639241
Bihar,2020,4,1752007,40115277
Bihar,2020,4,126924,3102482
Bihar,2020,4,374596,8824562
Bihar,2020,4,345027,7532475
Bihar,2020,4,216867,5215983
Bihar,2020,4,318599,7464589
Bihar,2020,4,467918,12501600
Bihar,2020,4,71027,1828035
Bihar,2020,4,428039,11214166
Bihar,2020,4,476717,12832884
Bihar,2020,4,319052,8137685
Bihar,2020,4,109424,2609865
Bihar,2020,4,280479,7478178
Bihar,2020,4,153839,3208221
Bihar,2020,4,254605,5957541
Bihar,2020,4,176482,3827248
Bihar,2020,4,302845,7936851
Bihar,2020,4,164654,4281955
Bihar,2020,4,209020,5524808
Bihar,2020,4,428157,9023852
Bihar,2020,4,467849,13216505
Bihar,2020,4,148938,3367157
Bihar,2020,4,538319,13530398
Bihar,2020,4,466536,11579891
Bihar,2020,4,159221,3085551
Bihar,2020,4,627214,17365891
Bihar,2020,4,54013,1335271
Bihar,2020,4,313263,6974554
Bihar,2021,1,210098,5733055
Bihar,2021,1,378977,9959158
Bihar,2021,1,426419,9874574
Bihar,2021,1,198162,4019635
Bihar,2021,1,506381,13818215
Bihar,2021,1,246611,5920314
Bihar,2021,1,188350,4697229
Bihar,2021,1,72003,1414389
Bihar,2021,1,444057,11680516
Bihar,2021,1,728384,19666044
Bihar,2021,1,1881439,47764472
Bihar,2021,1,137074,3267649
Bihar,2021,1,404078,9482678
Bihar,2021,1,373508,8444119
Bihar,2021,1,235215,6222688
Bihar,2021,1,346031,8319923
Bihar,2021,1,507177,13238238
Bihar,2021,1,76552,1906173
Bihar,2021,1,463655,12207307
Bihar,2021,1,517219,14874230
Bihar,2021,1,346929,8794900
Bihar,2021,1,118141,2781792
Bihar,2021,1,303541,8312272
Bihar,2021,1,166313,3499932
Bihar,2021,1,276798,7141525
Bihar,2021,1,190196,4044233
Bihar,2021,1,328252,9357558
Bihar,2021,1,178859,4898855
Bihar,2021,1,226755,6552751
Bihar,2021,1,462764,10257098
Bihar,2021,1,506293,14033961
Bihar,2021,1,161635,4008897
Bihar,2021,1,581376,15207460
Bihar,2021,1,505806,12818876
Bihar,2021,1,172220,3321178
Bihar,2021,1,681660,19530766
Bihar,2021,1,58746,1479515
Bihar,2021,1,338614,7240433
Bihar,2021,2,225631,6098073
Bihar,2021,2,407327,11452485
Bihar,2021,2,457143,9781814
Bihar,2021,2,212916,4884682
Bihar,2021,2,543496,13535399
Bihar,2021,2,264993,7631616
Bihar,2021,2,202627,7604897
Bihar,2021,2,77323,1765795
Bihar,2021,2,476870,11554566
Bihar,2021,2,781251,17402981
Bihar,2021,2,2010353,31047869
Bihar,2021,2,147027,3636758
Bihar,2021,2,433856,11238005
Bihar,2021,2,400750,8533638
Bihar,2021,2,252844,7689997
Bihar,2021,2,372211,9148788
Bihar,2021,2,544975,13189206
Bihar,2021,2,82232,2240595
Bihar,2021,2,497933,11209569
Bihar,2021,2,556408,17174254
Bihar,2021,2,372691,9392913
Bihar,2021,2,126770,3347282
Bihar,2021,2,326548,11429194
Bihar,2021,2,179008,5583876
Bihar,2021,2,297709,9439160
Bihar,2021,2,203824,4191352
Bihar,2021,2,353303,10868200
Bihar,2021,2,192428,5916120
Bihar,2021,2,243572,7113137
Bihar,2021,2,496135,9593627
Bihar,2021,2,543493,15459649
Bihar,2021,2,174209,5740581
Bihar,2021,2,624010,17754295
Bihar,2021,2,543782,12581028
Bihar,2021,2,185539,6393589
Bihar,2021,2,733817,20204379
Bihar,2021,2,63289,1745845
Bihar,2021,2,363841,7623446
Bihar,2021,3,244216,7179146
Bihar,2021,3,440447,14245246
Bihar,2021,3,492998,10964467
Bihar,2021,3,230171,5045192
Bihar,2021,3,586251,15207842
Bihar,2021,3,286524,8022119
Bihar,2021,3,219468,8355425
Bihar,2021,3,83526,1880309
Bihar,2021,3,514727,12380428
Bihar,2021,3,842701,20014713
Bihar,2021,3,2156402,43378051
Bihar,2021,3,158603,4051354
Bihar,2021,3,468953,12405207
Bihar,2021,3,432035,10042118
Bihar,2021,3,273337,8972152
Bihar,2021,3,402641,9677557
Bihar,2021,3,588276,13924564
Bihar,2021,3,88938,2204921
Bihar,2021,3,536933,12338903
Bihar,2021,3,602251,19035099
Bihar,2021,3,402719,10121489
Bihar,2021,3,136992,3739789
Bihar,2021,3,353208,11946834
Bihar,2021,3,193984,5797640
Bihar,2021,3,322491,11108346
Bihar,2021,3,219691,4667697
Bihar,2021,3,382183,12315161
Bihar,2021,3,208396,6552258
Bihar,2021,3,263226,8287766
Bihar,2021,3,534600,11361635
Bihar,2021,3,587337,16079472
Bihar,2021,3,188986,6967804
Bihar,2021,3,673356,20242649
Bihar,2021,3,586990,13912525
Bihar,2021,3,201221,6967924
Bihar,2021,3,794120,22500338
Bihar,2021,3,68582,1866229
Bihar,2021,3,393291,8041010
Bihar,2021,4,262206,10402002
Bihar,2021,4,472750,19907962
Bihar,2021,4,528281,15223943
Bihar,2021,4,247005,7400896
Bihar,2021,4,628529,25312106
Bihar,2021,4,307666,10568023
Bihar,2021,4,235801,9383204
Bihar,2021,4,89702,2540493
Bihar,2021,4,552651,24348910
Bihar,2021,4,903775,36050072
Bihar,2021,4,2303852,69546634
Bihar,2021,4,170164,5595078
Bihar,2021,4,503828,17122315
Bihar,2021,4,463557,15751510
Bihar,2021,4,293225,11472917
Bihar,2021,4,432514,15814002
Bihar,2021,4,631469,25767453
Bihar,2021,4,95398,3126382
Bihar,2021,4,576156,22911298
Bihar,2021,4,647450,28841290
Bihar,2021,4,432546,18206196
Bihar,2021,4,146950,4888202
Bihar,2021,4,379357,15198813
Bihar,2021,4,208596,6645159
Bihar,2021,4,346285,14269965
Bihar,2021,4,235246,7353987
Bihar,2021,4,410498,18358609
Bihar,2021,4,224050,8252861
Bihar,2021,4,282456,11592957
Bihar,2021,4,573035,17844987
Bihar,2021,4,629986,26796754
Bihar,2021,4,202863,8182123
Bihar,2021,4,721905,27405704
Bihar,2021,4,630218,24109034
Bihar,2021,4,216263,6644455
Bihar,2021,4,853893,38615069
Bihar,2021,4,73732,3184802
Bihar,2021,4,422123,12764671
Bihar,2022,1,280094,5631100
Bihar,2022,1,504801,13394323
Bihar,2022,1,563049,6429261
Bihar,2022,1,263663,4013615
Bihar,2022,1,669850,8376582
Bihar,2022,1,328635,7249380
Bihar,2022,1,252094,12753539
Bihar,2022,1,95718,1962184
Bihar,2022,1,589829,6109801
Bihar,2022,1,962924,10684936
Bihar,2022,1,2443356,16131828
Bihar,2022,1,181455,2562072
Bihar,2022,1,537701,10913805
Bihar,2022,1,493845,6652256
Bihar,2022,1,313291,8832097
Bihar,2022,1,461979,6415453
Bihar,2022,1,673849,8000740
Bihar,2022,1,101813,1461593
Bihar,2022,1,614159,5793084
Bihar,2022,1,692182,17528649
Bihar,2022,1,461794,5928935
Bihar,2022,1,156781,3371253
Bihar,2022,1,405254,13452704
Bihar,2022,1,223072,6887444
Bihar,2022,1,370029,11889342
Bihar,2022,1,250357,3394719
Bihar,2022,1,438584,12011467
Bihar,2022,1,239286,6257649
Bihar,2022,1,301372,6799845
Bihar,2022,1,610174,7091019
Bihar,2022,1,672303,11335634
Bihar,2022,1,216915,8983771
Bihar,2022,1,769265,19954254
Bihar,2022,1,672508,8256538
Bihar,2022,1,231228,10552229
Bihar,2022,1,912427,13051699
Bihar,2022,1,78832,1090835
Bihar,2022,1,450190,5785964
Bihar,2022,2,296711,6048349
Bihar,2022,2,534713,15748261
Bihar,2022,2,595960,7175402
Bihar,2022,2,279169,4657169
Bihar,2022,2,708828,8695015
Bihar,2022,2,348128,9106459
Bihar,2022,2,267040,15353736
Bihar,2022,2,101333,2534607
Bihar,2022,2,625266,6287087
Bihar,2022,2,1018560,10556362
Bihar,2022,2,2577123,15545639
Bihar,2022,2,192101,3125099
Bihar,2022,2,569818,11734606
Bihar,2022,2,522522,7676043
Bihar,2022,2,331990,9364630
Bihar,2022,2,489836,6910218
Bihar,2022,2,714109,7698357
Bihar,2022,2,108033,1350947
Bihar,2022,2,650319,5971589
Bihar,2022,2,734476,18284568
Bihar,2022,2,489448,6461756
Bihar,2022,2,165876,3978621
Bihar,2022,2,429493,14606052
Bihar,2022,2,236482,8031560
Bihar,2022,2,392076,13402058
Bihar,2022,2,264683,3322251
Bihar,2022,2,464782,13185680
Bihar,2022,2,253856,7346984
Bihar,2022,2,319345,8124445
Bihar,2022,2,645479,8167048
Bihar,2022,2,711897,11801738
Bihar,2022,2,229908,8860529
Bihar,2022,2,814180,22949318
Bihar,2022,2,712626,9290605
Bihar,2022,2,245267,13631840
Bihar,2022,2,967838,13811656
Bihar,2022,2,83701,1159293
Bihar,2022,2,476922,6632861
Bihar,2022,3,313960,5886305
Bihar,2022,3,565515,17265639
Bihar,2022,3,629780,7753374
Bihar,2022,3,295108,4551340
Bihar,2022,3,749430,7569101
Bihar,2022,3,368086,8056207
Bihar,2022,3,282221,16122651
Bihar,2022,3,107101,2666151
Bihar,2022,3,662330,4771874
Bihar,2022,3,1077200,9753785
Bihar,2022,3,2716533,14287382
Bihar,2022,3,203185,4506553
Bihar,2022,3,603031,11903038
Bihar,2022,3,552515,6457145
Bihar,2022,3,351009,10366077
Bihar,2022,3,518667,5382757
Bihar,2022,3,756293,6774716
Bihar,2022,3,114283,1140276
Bihar,2022,3,688248,5105824
Bihar,2022,3,777977,17123986
Bihar,2022,3,518406,4689571
Bihar,2022,3,175377,3236651
Bihar,2022,3,454222,13130908
Bihar,2022,3,249931,8936663
Bihar,2022,3,414664,15218229
Bihar,2022,3,279807,2859668
Bihar,2022,3,491899,13879403
Bihar,2022,3,268959,6906706
Bihar,2022,3,337915,8150025
Bihar,2022,3,682584,7649764
Bihar,2022,3,753153,10261898
Bihar,2022,3,242898,10058569
Bihar,2022,3,859903,21340459
Bihar,2022,3,754322,8237748
Bihar,2022,3,258927,16625291
Bihar,2022,3,1025772,11862222
Bihar,2022,3,88685,1331255
Bihar,2022,3,504480,4988174
Bihar,2022,4,329562,13499708
Bihar,2022,4,593232,26454795
Bihar,2022,4,662033,16909884
Bihar,2022,4,309618,9814488
Bihar,2022,4,787306,31930577
Bihar,2022,4,386468,12902353
Bihar,2022,4,295526,14333122
Bihar,2022,4,112165,3234164
Bihar,2022,4,696350,32066312
Bihar,2022,4,1132096,47917955
Bihar,2022,4,2854738,76878071
Bihar,2022,4,213299,6789308
Bihar,2022,4,633339,21868732
Bihar,2022,4,580490,20776494
Bihar,2022,4,368012,16629451
Bihar,2022,4,545122,21609733
Bihar,2022,4,795553,34582489
Bihar,2022,4,120018,3801300
Bihar,2022,4,723338,30088669
Bihar,2022,4,817644,36683844
Bihar,2022,4,544789,24049716
Bihar,2022,4,184080,6181684
Bihar,2022,4,476502,19689871
Bihar,2022,4,261997,10021920
Bihar,2022,4,434826,20875243
Bihar,2022,4,293955,8729881
Bihar,2022,4,516972,26243092
Bihar,2022,4,282678,10119449
Bihar,2022,4,354933,14792840
Bihar,2022,4,717627,22401259
Bihar,2022,4,790218,32995768
Bihar,2022,4,254250,13281628
Bihar,2022,4,902593,33234272
Bihar,2022,4,793296,32459845
Bihar,2022,4,270790,10606068
Bihar,2022,4,1079466,50161341
Bihar,2022,4,93194,4924740
Bihar,2022,4,530042,15287136
Bihar,2023,1,345865,8279792
Bihar,2023,1,622840,18905690
Bihar,2023,1,694505,9017774
Bihar,2023,1,324669,6811404
Bihar,2023,1,824935,10454188
Bihar,2023,1,405472,10553757
Bihar,2023,1,309995,27821638
Bihar,2023,1,117596,3131992
Bihar,2023,1,730485,4846823
Bihar,2023,1,1186500,10142290
Bihar,2023,1,2988174,16984542
Bihar,2023,1,223724,3888371
Bihar,2023,1,664779,16294413
Bihar,2023,1,608446,8882232
Bihar,2023,1,385797,15750177
Bihar,2023,1,571721,9475785
Bihar,2023,1,834739,8776794
Bihar,2023,1,125818,1371277
Bihar,2023,1,758603,6119538
Bihar,2023,1,858644,24726372
Bihar,2023,1,571551,8170762
Bihar,2023,1,192835,4773174
Bihar,2023,1,499993,18001340
Bihar,2023,1,274984,11025721
Bihar,2023,1,456566,19513544
Bihar,2023,1,307956,6203321
Bihar,2023,1,542563,19687089
Bihar,2023,1,296763,9404441
Bihar,2023,1,372270,11827219
Bihar,2023,1,752449,11640722
Bihar,2023,1,828561,11724016
Bihar,2023,1,266604,14874504
Bihar,2023,1,946050,29725833
Bihar,2023,1,832148,8955924
Bihar,2023,1,284021,21381203
Bihar,2023,1,1133269,15646743
Bihar,2023,1,97787,1837447
Bihar,2023,1,556334,9258708
Bihar,2023,2,361483,7956546
Bihar,2023,2,650586,26215808
Bihar,2023,2,724344,8769844
Bihar,2023,2,339236,7975751
Bihar,2023,2,860625,12632270
Bihar,2023,2,423566,13132140
Bihar,2023,2,324006,32808046
Bihar,2023,2,122989,3997378
Bihar,2023,2,762520,5193486
Bihar,2023,2,1236642,14267911
Bihar,2023,2,3102247,18060810
Bihar,2023,2,233685,5679493
Bihar,2023,2,694080,19069646
Bihar,2023,2,634247,9089576
Bihar,2023,2,402896,21148734
Bihar,2023,2,597450,11508548
Bihar,2023,2,871017,12928803
Bihar,2023,2,131472,1502269
Bihar,2023,2,791100,10171929
Bihar,2023,2,896967,24038594
Bihar,2023,2,596588,9282185
Bihar,2023,2,201354,5056177
Bihar,2023,2,522505,19181429
Bihar,2023,2,287703,16864383
Bihar,2023,2,477493,22351744
Bihar,2023,2,320954,5840426
Bihar,2023,2,567110,26522822
Bihar,2023,2,310090,12972164
Bihar,2023,2,388615,14845735
Bihar,2023,2,784397,11108299
Bihar,2023,2,865373,16342906
Bihar,2023,2,278925,19780565
Bihar,2023,2,987115,36504635
Bihar,2023,2,868715,10431415
Bihar,2023,2,297231,27698919
Bihar,2023,2,1183746,21821304
Bihar,2023,2,102264,2126419
Bihar,2023,2,580635,11192277
Bihar,2023,3,376610,10027612
Bihar,2023,3,678087,27877047
Bihar,2023,3,754513,10582818
Bihar,2023,3,353732,9958553
Bihar,2023,3,896190,13058293
Bihar,2023,3,441557,13998532
Bihar,2023,3,337720,29968335
Bihar,2023,3,128000,3118531
Bihar,2023,3,794588,3958692
Bihar,2023,3,1287940,18371047
Bihar,2023,3,3224750,17000549
Bihar,2023,3,243611,6160091
Bihar,2023,3,723656,18235306
Bihar,2023,3,660742,12033800
Bihar,2023,3,419755,27133890
Bihar,2023,3,622748,14045065
Bihar,2023,3,908065,10536375
Bihar,2023,3,137028,1612831
Bihar,2023,3,824848,7455086
Bihar,2023,3,934834,38626335
Bihar,2023,3,621721,4122494
Bihar,2023,3,209648,8249806
Bihar,2023,3,545012,22782318
Bihar,2023,3,299956,17189537
Bihar,2023,3,497544,29488364
Bihar,2023,3,334314,10033994
Bihar,2023,3,591341,41535021
Bihar,2023,3,323599,17848204
Bihar,2023,3,404700,14190090
Bihar,2023,3,817210,15397798
Bihar,2023,3,901607,14185590
Bihar,2023,3,290756,18502917
Bihar,2023,3,1028527,39984441
Bihar,2023,3,905652,8604851
Bihar,2023,3,309910,36154059
Bihar,2023,3,1234014,18031904
Bihar,2023,3,106622,3441114
Bihar,2023,3,605403,10422101
Bihar,2023,4,390773,32913126
Bihar,2023,4,703169,61336404
Bihar,2023,4,782313,40429533
Bihar,2023,4,366918,25803470
Bihar,2023,4,929423,71981487
Bihar,2023,4,457961,33935143
Bihar,2023,4,350506,29502755
Bihar,2023,4,132582,9851891
Bihar,2023,4,825319,52332196
Bihar,2023,4,1336058,97189054
Bihar,2023,4,3335655,145608798
Bihar,2023,4,252876,17417537
Bihar,2023,4,751432,45856072
Bihar,2023,4,684896,49404426
Bihar,2023,4,435405,38828130
Bihar,2023,4,646131,57842673
Bihar,2023,4,942850,63416535
Bihar,2023,4,142335,9804446
Bihar,2023,4,855913,77885064
Bihar,2023,4,969579,81472958
Bihar,2023,4,645703,44390693
Bihar,2023,4,217155,13836570
Bihar,2023,4,565375,38447172
Bihar,2023,4,311574,24768522
Bihar,2023,4,515851,50495056
Bihar,2023,4,346527,19738612
Bihar,2023,4,613463,58559058
Bihar,2023,4,335890,27322164
Bihar,2023,4,419775,31534667
Bihar,2023,4,848364,53526260
Bihar,2023,4,935884,64828630
Bihar,2023,4,301171,27607591
Bihar,2023,4,1066119,72010352
Bihar,2023,4,939833,71480401
Bihar,2023,4,321512,28627363
Bihar,2023,4,1280593,99853457
Bihar,2023,4,110655,10974658
Bihar,2023,4,628318,41924479
Bihar,2024,1,407185,13008658
Bihar,2024,1,732608,52326346
Bihar,2024,1,814591,10704620
Bihar,2024,1,382288,9453600
Bihar,2024,1,967610,17828206
Bihar,2024,1,477300,26832755
Bihar,2024,1,365481,55050903
Bihar,2024,1,138218,14498681
Bihar,2024,1,859890,10195112
Bihar,2024,1,1391427,16114690
Bihar,2024,1,3464540,37700218
Bihar,2024,1,263504,9142159
Bihar,2024,1,782784,28380666
Bihar,2024,1,713349,14833585
Bihar,2024,1,453594,35706039
Bihar,2024,1,673400,15572119
Bihar,2024,1,983188,10271780
Bihar,2024,1,148277,2053615
Bihar,2024,1,891651,12100635
Bihar,2024,1,1011106,46613290
Bihar,2024,1,672897,8550302
Bihar,2024,1,226156,7013930
Bihar,2024,1,589768,31253531
Bihar,2024,1,324867,22183777
Bihar,2024,1,537719,43922371
Bihar,2024,1,360745,19515309
Bihar,2024,1,639228,44880787
Bihar,2024,1,350637,23867485
Bihar,2024,1,437160,21477072
Bihar,2024,1,884051,26681869
Bihar,2024,1,975263,18422744
Bihar,2024,1,313785,33532524
Bihar,2024,1,1110224,84570564
Bihar,2024,1,980091,12197383
Bihar,2024,1,335304,66279590
Bihar,2024,1,1335289,18059744
Bihar,2024,1,115405,1574382
Bihar,2024,1,654621,22857308
Bihar,2024,2,422949,14795569
Bihar,2024,2,760525,46391139
Bihar,2024,2,845697,21895845
Bihar,2024,2,396960,12732166
Bihar,2024,2,1005036,16158501
Bihar,2024,2,495364,27203509
Bihar,2024,2,379179,81581721
Bihar,2024,2,143434,6685302
Bihar,2024,2,893479,6451742
Bihar,2024,2,1444988,24665000
Bihar,2024,2,3591041,44181180
Bihar,2024,2,273635,11683887
Bihar,2024,2,813015,25115666
Bihar,2024,2,740299,17840635
Bihar,2024,2,470912,31259393
Bihar,2024,2,699520,22666969
Bihar,2024,2,1021494,16268625
Bihar,2024,2,154179,1451091
Bihar,2024,2,926039,12272434
Bihar,2024,2,1049701,42648208
Bihar,2024,2,699275,8365818
Bihar,2024,2,234839,10875883
Bihar,2024,2,612108,33739320
Bihar,2024,2,337419,30173463
Bihar,2024,2,557543,49121690
Bihar,2024,2,374527,14508686
Bihar,2024,2,663257,40263691
Bihar,2024,2,364056,40589361
Bihar,2024,2,454022,18661716
Bihar,2024,2,917967,27461783
Bihar,2024,2,1012965,24282420
Bihar,2024,2,325825,47845746
Bihar,2024,2,1152573,78047069
Bihar,2024,2,1018329,14158306
Bihar,2024,2,348036,61345432
Bihar,2024,2,1386400,28104777
Bihar,2024,2,119955,1474332
Bihar,2024,2,680034,21178432
Bihar,2024,3,568907,7340046
Bihar,2024,3,878409,7251424
Bihar,2024,3,463781,14264142
Bihar,2024,3,1116870,26336316
Bihar,2024,3,583503,45134248
Bihar,2024,3,459115,32237754
Bihar,2024,3,172076,15805748
Bihar,2024,3,986293,5685776
Bihar,2024,3,1639344,19387626
Bihar,2024,3,3685436,36605637
Bihar,2024,3,293554,3386533
Bihar,2024,3,884520,36018032
Bihar,2024,3,407062,24806934
Bihar,2024,3,879441,14616412
Bihar,2024,3,645172,13223732
Bihar,2024,3,820095,10587405
Bihar,2024,3,1102559,14970885
Bihar,2024,3,162199,3169330
Bihar,2024,3,1044432,11892729
Bihar,2024,3,1207481,26778709
Bihar,2024,3,783598,6772250
Bihar,2024,3,270416,11304322
Bihar,2024,3,701812,11363926
Bihar,2024,3,741619,14547126
Bihar,2024,3,415207,9471649
Bihar,2024,3,895225,23859082
Bihar,2024,3,444571,14379329
Bihar,2024,3,575015,5121463
Bihar,2024,3,1052571,21502491
Bihar,2024,3,1013458,32767208
Bihar,2024,3,1081298,28041582
